"","id","submitdate","lastpage","startlanguage","seed","G01Q01","G01Q02","G01Q03","G01Q04","G01Q05","G01Q06","G02Q07","G02Q26_SQ001","G02Q26_SQ002","G02Q26_SQ003","G02Q26_SQ004","G02Q26_SQ005","G02Q26_SQ006","G02Q26_other","G02Q27","G02Q27_other","G01Q08","G01Q09","G02Q10","G02Q10_comment","G02Q11","G02Q11_comment","G02Q12","G02Q13","G03Q14","G03Q14_comment","G03Q15","G03Q15_comment","G01Q16","G01Q16_comment","G03Q17","G03Q17_comment","G03Q18_SQ001","G03Q18_SQ002","G03Q18_SQ003","G03Q18_SQ004","G03Q18_SQ005","G03Q18_SQ006","G03Q18_SQ007","G03Q18_other","G01Q19_SQ001","G01Q19_SQ002","G01Q19_SQ003","G01Q19_SQ004","G01Q19_SQ005","G01Q19_SQ006","G01Q19_other","G04Q20","G04Q20_comment","G04Q21","G04Q21_comment","G01Q22_SQ001","G01Q22_SQ001comment","G01Q22_SQ002","G01Q22_SQ002comment","G01Q22_SQ003","G01Q22_SQ003comment","G01Q23","G01Q23_comment","G01Q24","G01Q24_comment","G01Q25","G01Q25_comment"
"354",651,"1980-01-01 00:00:00",4,"en","1934632679","female","45 to 54 years","Medical doctor","Consultant","> 20","Austria","Consultant","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"2 days or more before surgery","24h prior to surgery","No (please comment the reasons)",NA,"No (please comment the reasons)",NA,"No","No","No (please comment)",NA,"No (please comment)",NA,"No",NA,"No",NA,"Yes","Yes","Yes","Not selected","Not selected","Yes","Not selected",NA,"Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","16","Yes",NA,"Not selected",NA,"No",NA,"Yes",NA,"Yes",NA
"355",652,NA,2,"en","1785409063","male","34 or younger","Medical doctor","Consultant","< 5","France","Consultant","Yes","Not selected","Yes","Not selected","Not selected","Not selected","Lee, STOP-BANG","in person",NA,"2 days or more before surgery","2 days or more before surgery","Yes",NA,"Yes",NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356",653,NA,1,"en","1490774155","female","45 to 54 years","Medical doctor","Consultant","10 - 20","Greece",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357",654,"1980-01-01 00:00:00",4,"en","512010382","female","65 or older","Medical doctor","Consultant","> 20","Other","Resident","Not selected","Not selected","Yes","Not selected","Not selected","Not selected",NA,"online via videoconference",NA,"2 days or more before surgery","24h prior to surgery","No (please comment the reasons)","Los pacientes complejos requieren de un examen exhaustivo y a menudo una segunda o tercera evaluación de acuerdo a su gravedad y por lo tanto debe hacerlos el anestesiólogo de forma presencial  y por ahora no está oficialmente autorizado este medio","No (please comment the reasons)","No está normado","No","I don´t know","Different (please comment)","Depende la situación social de los pacientes, con frecuencia son de muy bajos recursos y poco acceso a internet lo que obstaculiza la conexión con ellos. Por otro lado, con pacientes que cuenta con fácil acceso al mismo tal vez si sería posible","Different (please comment)","La población no está habituada, sin embargo si se clasificaran de acuerdo a sus posibilidades me parece una alternativa, por otro lado hay que considerar los aspectos médico-legales pues podría darse el caso de omitir información por parte del anestesiólogo o que el paciente niegue haber recibido información","No","No está normado","Yes","Ayudaría en el caso actual de la pandemia para disminuir riesgos y en un futuro además para evitar movilizaciones que pueden ser difíciles y costosas","Yes","Not selected","Not selected","Not selected","Not selected","Yes","Not selected",NA,"Yes","Not selected","Yes","Yes","Not selected","Yes",NA,"Just the one, who is present","En mi país se solicita el padre o tutor o en su defecto un representante legal","Just the one, who is present","En mi país se solicita el padre o tutor o en su defecto un representante legal","Not selected",NA,"Yes","Es importante tomar en cuenta los conceptos bioéticos y las Normas de protección a los niños y adolescentes","Not selected",NA,"No","Debido a las normas legales se solicita sea presencial","Yes","Por seguridad del paciente","Yes","Se ha dado el caso de que personas ajenas al paciente  den su autorización y en caso de complicaciones del manejo o desenlaces fatales surjan demandas de mjala praxis."
"358",655,NA,1,"en","233472715","male","34 or younger","Medical doctor","Resident","5 - 10","Germany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359",656,"1980-01-01 00:00:00",4,"en","2023777358","male","55 to 64 years","Medical doctor","Consultant","> 20","Germany","Resident","Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery","24h prior to surgery but often its far less because of daily routine practice","Yes","It should be an exception but is possible, provided patient agrees. Personal talk must be offered.","Yes","It should be an exception but is possible, provided patient agrees. Personal talk must be offered.","Yes","No","Yes",NA,"No (please comment)","See constraints above.","Yes","Provided low risk procedures and agreement of both parties.","Yes",NA,"Yes","Yes","Yes","Not selected","Not selected","Not selected","Not selected",NA,"Yes","Not selected","Yes","Yes","Not selected","Not selected",NA,"Always both parents",NA,"Just the one, who is present",NA,"Not selected",NA,"Yes",NA,"Not selected",NA,"Yes","As an exception.","No",NA,"No",NA
"360",657,"1980-01-01 00:00:00",4,"en","552217282","male","45 to 54 years","Medical doctor","Consultant","10 - 20","Poland","Resident","Yes","Not selected","Yes","Not selected","Not selected","Not selected","Malampati","in person",NA,"24h prior to surgery but often its far less because of daily routine practice","24h prior to surgery but often its far less because of daily routine practice","No (please comment the reasons)","It's not an option.","No (please comment the reasons)","As above.","No","No","No (please comment)","No law, no movement.","No (please comment)","No law, no movement.","No","As above.","Different (please comment)","Partially.","Yes","Yes","Yes","Yes","Yes","Not selected","Not selected","How about physical examination? I don't trust in diagnosis copy-pasted for years.","Yes","Not selected","Yes","Yes","Not selected","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","16","Yes","In general.","Not selected",NA,"No","YES, I DO know it's NOT allowed in Poland. Question/answer relation can be interpreted in different ways in here. ","No",NA,"Yes","At least during the admittance procedure. "
"361",658,NA,2,"en","850216896","male","35 to 44 years","Medical doctor","Consultant","5 - 10","Germany","Resident","Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery but often its far less because of daily routine practice","24h prior to surgery but often its far less because of daily routine practice","No (please comment the reasons)","Körperliche Untersuchung","No (please comment the reasons)","Körperliche Untersuchung","Yes","I don´t know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362",659,"1980-01-01 00:00:00",4,"en","1146335727","male","55 to 64 years","Medical doctor","Consultant","> 20","France","Consultant","Yes","Yes","Yes","Not selected","Yes","Not selected","Euroscore, STOP BANG","in person",NA,"2 days or more before surgery","2 days or more before surgery","No (please comment the reasons)","I doubt that the tracking of such a consent would be acceptable...","No (please comment the reasons)",NA,"No","No","No (please comment)",NA,"No (please comment)",NA,"No",NA,"Different (please comment)","Why not?","Yes","Not selected","Yes","Not selected","Not selected","Yes","Yes",NA,"Not selected","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Always both parents",NA,"Always both parents",NA,"Yes","18","Not selected",NA,"Not selected",NA,"No","not legal","No",NA,"No",NA
"363",660,NA,3,"en","1490979297","female","45 to 54 years","Medical doctor","Consultant","< 5","Spain","Consultant","Yes","Yes","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery but often its far less because of daily routine practice","24h prior to surgery","No (please comment the reasons)",NA,"Yes",NA,"I don´t know the legal requirements","I don´t know","Yes","Yes, but sometimes the patient sign the same day because they don't have uses the digital plataform",NA,NA,"No",NA,"Yes",NA,"Yes","Not selected","Not selected","Not selected","Not selected","Yes","Not selected",NA,"Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364",661,"1980-01-01 00:00:00",4,"en","1077147379","male","45 to 54 years","Medical doctor","Consultant","10 - 20","Italy","Consultant","Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"Same day of the operation/procedure is sufficient enough","Same day of the operation/procedure is sufficient enough","No (please comment the reasons)","Need for innperson written consent","No (please comment the reasons)",NA,"No","No","No (please comment)","Not accepted practice","No (please comment)","Not accepted practice with few exceptions","No","Not accepted practice with few exceptions","No","No reasons a part economical to adopt this choice","Yes","Yes","Yes","Yes","Yes","Not selected","Not selected",NA,"Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Different (please comment)","Usually both are required but many exceptions. Difficulty in knowing the legal situation of the parents (still married or not)","Different (please comment)","No difference with complex procedure","Yes","18","Not selected",NA,"Not selected",NA,"Different (please commment)","In very specific cases","No",NA,"Different (please commment)","Some cases are obvious other may require checking"
"365",662,NA,3,"en","1347934788","male","45 to 54 years","Medical doctor","Consultant","> 20","Germany","Resident","Yes","Yes","Yes","Not selected","Yes","Not selected","Mallampati","in person",NA,"2 days or more before surgery","2 days or more before surgery","No (please comment the reasons)","only ASA 1/2 with minor complex surgery (it will change in near furture)","Yes",NA,"Yes","I don´t know","Different (please comment)","with Video Call","Yes",NA,"Yes",NA,"Different (please comment)","Physical examination misses. ""Impression of the Pat"". could miss","Yes","Yes","Not selected","Not selected","Not selected","Not selected","Yes","please see last question","Yes","Not selected","Not selected","Yes","Not selected","Not selected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366",663,"1980-01-01 00:00:00",4,"en","1349216644","male","55 to 64 years","Medical doctor","Consultant","10 - 20","Sweden","Consultant","Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"2 days or more before surgery","2 days or more before surgery","No (please comment the reasons)","Not at my site, we always see the patient in person before surgery.","Yes",NA,"Yes","No","No (please comment)","It´s in the pipeline...","Yes","Yes usually if the patient has been assesed in the near future (3 months)","Yes",NA,"No",NA,"Yes","Yes","Yes","Not selected","Not selected","Not selected","Not selected","Physical capability difficult to assess","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Different (please comment)","Not sure, usually do not handle pediatric patients.","Different (please comment)","Not sure, usually do not handle pediatric patients.","Yes","15","Yes",NA,"Not selected",NA,"No",NA,"No",NA,"Different (please commment)","If the child is not comfortable in the situation I'll do a more thorough check"
"367",664,"1980-01-01 00:00:00",4,"en","22881563","female","35 to 44 years","Medical doctor","Other","10 - 20","Germany","other","Not selected","Yes","Yes","Not selected","Not selected","Not selected","ASA","in person",NA,"24h prior to surgery","Same day of the operation/procedure is sufficient enough","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"No","No","Yes",NA,"Yes",NA,"No",NA,"No",NA,"Not selected","Yes","Not selected","Not selected","Not selected","Not selected","Yes",NA,"Not selected","Not selected","Yes","Yes","Not selected","Not selected",NA,"Just the one, who is present",NA,"Always both parents",NA,"Yes","16","Yes","16","Not selected",NA,"Yes",NA,"Yes",NA,"Yes",NA
"368",665,NA,1,"en","725365956","female","45 to 54 years","Medical doctor","Consultant","10 - 20","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369",666,"1980-01-01 00:00:00",4,"en","556585720","male","45 to 54 years","Medical doctor","Consultant","10 - 20","Germany","Resident","Yes","Yes","Yes","Not selected","Yes","Not selected",NA,"in person",NA,"24h prior to surgery","24h prior to surgery","No (please comment the reasons)","for a valid informed consent you need a complete assessment of the patient including examination of airway, heart, etc. Also by law it is for the time being not possible to give a valid signature  online, so at least those steps have to be done analogically still","No (please comment the reasons)","for a valid informed consent you need a complete assessment of the patient including examination of airway, heart, etc. Also by law it is for the time being not possible to give a valid signature  online, so at least those steps have to be done analogically still","No","Yes","No (please comment)",NA,"No (please comment)","see the already given reasons","Different (please comment)","see the already given reasons","Different (please comment)","only in very rare cases, where you have healthy and already well informed patients ","Yes","Yes","Not selected","Not selected","Yes","Not selected","Yes","not possible to obtain body examination correctly","Not selected","Not selected","Yes","Yes","Not selected","Not selected",NA,"Always both parents",NA,"Different (please comment)","the present parent has to confirm, that the procedure is with consent of the not present parent - otherwise you need an official document, that the present parent is the one who can decide on the procedure alone.","Yes","14","Yes","also","Not selected",NA,"No",NA,"Yes",NA,"Yes",NA
"370",667,"1980-01-01 00:00:00",4,"en","1767253594","male","45 to 54 years","Medical doctor","Anaesthesia technician","> 20","Russia","Anaesthesia technician","Yes","Yes","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery","24h prior to surgery","No (please comment the reasons)",NA,"No (please comment the reasons)",NA,"No","No","No (please comment)",NA,"No (please comment)",NA,"No",NA,"No",NA,"Yes","Yes","Yes","Yes","Yes","Not selected","Yes",NA,"Yes","Not selected","Not selected","Yes","Not selected","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","14","Yes",NA,"Not selected",NA,"No",NA,"Yes",NA,"Yes",NA
"371",668,"1980-01-01 00:00:00",4,"en","1449594529","female","55 to 64 years","Medical doctor","Consultant","> 20","Switzerland","Consultant","Yes","Yes","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery","Same day of the operation/procedure is sufficient enough","I do not know the legal requirements","Pracrice: always in person","I do not know the legal requirements","Practice: always in person","I don´t know the legal requirements","No","No (please comment)","not pracriced","No (please comment)","not pracriced","Yes",NA,"No",NA,"Yes","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Yes","Not selected","Yes","Yes","Not selected","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Not selected",NA,"Yes",NA,"Not selected",NA,"No",NA,"No",NA,"No",NA
"372",669,"1980-01-01 00:00:00",4,"en","1849474846","male","34 or younger","Medical doctor","Consultant","< 5","France","Consultant","Yes","Not selected","Yes","Not selected","Not selected","Not selected","Lee, Mallampati, STOP-BANG","in person",NA,"2 days or more before surgery","2 days or more before surgery","No (please comment the reasons)",NA,"No (please comment the reasons)",NA,"No","Yes","Different (please comment)","For French-speaking patients with a good level of comprehension and without cognitive problems","Different (please comment)","For French-speaking patients with a good level of comprehension and without cognitive problems","Different (please comment)","Only during COVID crisis","Yes","For French-speaking patients with a good level of comprehension and without cognitive problems","Not selected","Not selected","Yes","Not selected","Not selected","Not selected","Not selected","Clinical exam not possible, possible problems of understanding, Mallampati","Yes","Not selected","Yes","Yes","Not selected","Not selected",NA,"Always both parents",NA,"Always both parents",NA,"Yes","18","Yes",NA,"Not selected",NA,"No",NA,"No",NA,"No",NA
"373",670,"1980-01-01 00:00:00",4,"en","1205973589","male",NA,"Medical doctor","Consultant","> 20","Netherlands","Consultant","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"2 days or more before surgery","Same day of the operation/procedure is sufficient enough","I do not know the legal requirements",NA,"Yes",NA,"Yes","Yes","Yes",NA,"Yes",NA,"Yes",NA,"No",NA,"Yes","Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"Yes","Not selected","Not selected","Not selected","Not selected","Yes",NA,"Different (please comment)","Do not know","Different (please comment)","Do not know","Not selected",NA,"Not selected",NA,"Yes","Do not know","Different (please commment)","Do not know","No",NA,"Different (please commment)","It might nowadays"
"374",671,"1980-01-01 00:00:00",4,"en","1111557581","female","35 to 44 years","Medical doctor","Consultant","10 - 20","Estonia","Resident","Yes","Yes","Yes","Not selected","Not selected","Not selected","LEE index","online via videoconference",NA,"Same day of the operation/procedure is sufficient enough","Same day of the operation/procedure is sufficient enough","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"I don´t know the legal requirements","No","No (please comment)",NA,"No (please comment)",NA,"No",NA,"Yes",NA,"Yes","Not selected","Not selected","Not selected","Not selected","Yes","Not selected","Impossible to gather objective information of patient (murmurs of the heart etc)","Yes","Not selected","Not selected","Yes","Not selected","Yes",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","18","Yes",NA,"Not selected",NA,"No",NA,"No",NA,"Yes",NA
"375",672,"1980-01-01 00:00:00",4,"en","1273945322","male","55 to 64 years","Medical doctor","Resident","> 20","Germany","Resident","Yes","Yes","Yes","Not selected","Not selected","Not selected",NA,"online via videoconference",NA,"2 days or more before surgery","24h prior to surgery","No (please comment the reasons)","It has to be personal","No (please comment the reasons)","It has to be personal","No","No","No (please comment)",NA,"No (please comment)",NA,"No",NA,"Yes",NA,"Not selected","Not selected","Not selected","Not selected","Yes","Not selected","Not selected",NA,"Yes","Yes","Yes","Yes","Yes","Yes",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","16","Yes",NA,"Not selected",NA,"No",NA,"No",NA,"Yes",NA
"376",673,"1980-01-01 00:00:00",4,"en","1167982195","female","35 to 44 years","Medical doctor","Consultant","10 - 20","Croatia","Resident","Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery but often its far less because of daily routine practice","24h prior to surgery","No (please comment the reasons)","I think that we do not even have that option, and it is unrecognized in our legal system as that","No (please comment the reasons)","no such option","I don´t know the legal requirements","No","No (please comment)",NA,"No (please comment)",NA,"No",NA,"No",NA,"Yes","Not selected","Not selected","Not selected","Yes","Yes","Not selected",NA,"Yes","Yes","Yes","Yes","Yes","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","18","Not selected",NA,"Not selected",NA,"No",NA,"No",NA,"Yes",NA
"377",674,"1980-01-01 00:00:00",4,"en","1907990327","male","34 or younger","Medical doctor","Consultant","5 - 10","Spain","Consultant","Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"online via videoconference",NA,"2 days or more before surgery","2 days or more before surgery","No (please comment the reasons)","Written consent must be signed by the patient. ","No (please comment the reasons)","Written consent must be signed by the patient. ","I don´t know the legal requirements","No","No (please comment)","There is not any alternative of signing in a written consent.","No (please comment)","There is not any alternative of signing in a written consent.","No",NA,"No",NA,"Yes","Not selected","Not selected","Not selected","Yes","Not selected","Not selected",NA,"Yes","Yes","Yes","Yes","Yes","Yes",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","16","Yes",NA,"Not selected",NA,"No",NA,"No",NA,"Yes",NA
"378",675,"1980-01-01 00:00:00",4,"en","599184736","male","55 to 64 years","Medical doctor","Consultant","> 20","Switzerland","Resident","Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"2 days or more before surgery","24h prior to surgery","No (please comment the reasons)",NA,"Yes",NA,"Yes","No","No (please comment)",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Yes","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Yes","Not selected","Not selected","Yes","Not selected","Yes",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","18","Not selected",NA,"Not selected",NA,"Yes",NA,"No",NA,"No",NA
"379",676,NA,NA,"en","1940121437",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380",677,"1980-01-01 00:00:00",4,"en","814013899","male","35 to 44 years","Medical doctor","Consultant","5 - 10","Switzerland","Resident","Yes","Yes","Yes","Not selected","Not selected","Not selected","Lee","in person",NA,"24h prior to surgery","24h prior to surgery","I do not know the legal requirements","Local politic: only for ASA I-II allowed","Yes",NA,"No","No","Yes",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Not selected","Yes","Yes","Yes","Not selected","Not selected","Not selected",NA,"Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","16","Not selected",NA,"Not selected",NA,"Yes",NA,"No",NA,"No",NA
"381",678,NA,1,"en","806471679","female","55 to 64 years","Medical doctor","Consultant","> 20","Serbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382",679,"1980-01-01 00:00:00",4,"en","583063447","male","55 to 64 years","Medical doctor","Consultant","> 20","Germany","Resident","Yes","Yes","Yes","Not selected","Yes","Not selected","MET","in person",NA,"2 days or more before surgery","24h prior to surgery","Yes","but it is difficult to prove the individualized informed consent without personal signature","Yes","refer to comment o  last question","Yes","No","No (please comment)","bad it-infrastructure","Yes",NA,"Yes",NA,"Different (please comment)","it is not possible to make a physical examination via telephone!","Yes","Yes","Yes","Yes","Not selected","Not selected","Not selected","no clinical examination","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Always both parents",NA,"Just the one, who is present","from one if ther is no doubt of a different estimation from the other parent..","Yes","16","Yes",NA,"Yes","simple procedure, no complex operation with a high risk for complications or death","Yes",NA,"Yes",NA,"Yes",NA
"383",680,"1980-01-01 00:00:00",4,"en","2027720062","female","34 or younger","Medical doctor","Resident","5 - 10","Germany","Resident","Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery but often its far less because of daily routine practice","24h prior to surgery but often its far less because of daily routine practice","No (please comment the reasons)","As far as I know, an examination is part of the anaesthesiological assessment that has to be done to inform the patient correctly and thoroughly.

In practice, telefone/online informed consent only takes place with legal guardians, when the patient is in hospital and can be examined personally.","No (please comment the reasons)","see above","I don´t know the legal requirements","No","No (please comment)","not legally allowed, no technical infrastructure ","No (please comment)","see above","No",NA,"No",NA,"Yes","Yes","Not selected","Not selected","Yes","Not selected","Not selected","no examination possible (mallampati etc)","Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"Always both parents",NA,"Just the one, who is present",NA,"Yes","14","Yes","both facts have to be met! Generally, the child signs additionally to (at least one) parent/legal guardian.","Not selected",NA,"Different (please commment)","in clinical practice, this is sometimes done - when the patient him/herself can be examined and is already in hospital","No",NA,"Yes",NA
"384",681,"1980-01-01 00:00:00",4,"en","796611864","male","45 to 54 years","Medical doctor","Consultant","10 - 20","Greece","Resident","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"Same day of the operation/procedure is sufficient enough","Same day of the operation/procedure is sufficient enough","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"I don´t know the legal requirements","I don´t know","Yes",NA,"Yes",NA,"No",NA,"No",NA,"Yes","Yes","Yes","Yes","Not selected","Yes","Yes",NA,"Not selected","Yes","Yes","Yes","Yes","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Not selected",NA,"Not selected",NA,"Not selected",NA,"No",NA,"Yes",NA,"Yes",NA
"385",682,"1980-01-01 00:00:00",4,"en","171544581","male","35 to 44 years","Medical doctor","Resident","10 - 20","Other","Resident","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"online via videoconference",NA,"2 days or more before surgery","Same day of the operation/procedure is sufficient enough","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"I don´t know the legal requirements","No","No (please comment)","Obtaining signatures is a must , so all has to sign ","Different (please comment)","Sometimes it.happen and documenting this in the pt’s e file","No",NA,"Yes",NA,"Not selected","Not selected","Not selected","Not selected","Not selected","Not selected","Not selected","Examination ","Yes","Yes","Yes","Yes","Not selected","Yes",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","18","Not selected",NA,"Not selected",NA,"No",NA,"Different (please commment)","Usually assigned staff is the one who suppose to do","Yes",NA
"386",683,NA,1,"en","914326766","female","35 to 44 years","Medical doctor","Consultant","< 5","Netherlands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387",684,"1980-01-01 00:00:00",4,"en","1203111533","male","55 to 64 years","Medical doctor","Consultant","> 20","Germany","Resident","Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery","24h prior to surgery","No (please comment the reasons)",NA,"No (please comment the reasons)",NA,"I don´t know the legal requirements","I don´t know","No (please comment)",NA,"No (please comment)",NA,"No",NA,"Different (please comment)",NA,"Yes","Not selected","Not selected","Not selected","Yes","Not selected","Yes",NA,"Yes","Not selected","Yes","Yes","Not selected","Not selected",NA,"Always both parents",NA,"Always both parents",NA,"Yes","16 years","Yes",NA,"Not selected",NA,"No",NA,"No",NA,"Different (please commment)",NA
"388",685,"1980-01-01 00:00:00",4,"en","342368900","male","45 to 54 years","Medical doctor","Resident","5 - 10","Germany","Consultant","Yes","Yes","Yes","Not selected","Yes","Not selected",NA,NA,"combined  explanation video + following personal visit","2 days or more before surgery","24h prior to surgery","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"I don´t know the legal requirements","I don´t know","Yes",NA,"Yes",NA,"Yes",NA,"No",NA,"Yes","Yes","Yes","Not selected","Not selected","Not selected","Not selected",NA,"Yes","Not selected","Yes","Yes","Not selected","Not selected",NA,"Different (please comment)","one if parents still in one houshold","Different (please comment)","one if parents still in one houshold","Yes",NA,"Yes","min 14 years old","Not selected",NA,"Yes",NA,"No",NA,"No",NA
"389",686,"1980-01-01 00:00:00",4,"en","554333137","male","55 to 64 years","Medical doctor","Consultant","> 20","Netherlands","Resident","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"via telefone",NA,"24h prior to surgery","24h prior to surgery but often its far less because of daily routine practice","Yes",NA,"Yes",NA,"Yes","Yes","Yes",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Not selected","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Yes","Not selected","Yes","Not selected","Yes","Yes",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","16","Yes","above the age of 16 years old","Not selected",NA,"Yes",NA,"No",NA,"Yes",NA
"390",687,"1980-01-01 00:00:00",4,"en","1639294591","female","55 to 64 years","Medical doctor","Consultant","> 20","Switzerland","Consultant","Yes","Yes","Yes","Not selected","Not selected","Not selected",NA,"online via videoconference",NA,"24h prior to surgery","24h prior to surgery","Yes",NA,"Yes",NA,"Yes","No","No (please comment)",NA,"Yes",NA,"No",NA,"Yes",NA,"Not selected","Yes","Yes","Not selected","Not selected","Not selected","Not selected",NA,"Yes","Not selected","Yes","Yes","Yes","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","18","Yes",NA,"Not selected",NA,"No",NA,"No",NA,"Yes",NA
